member_id	member_type	member_name	script_id	chunk_id	fourcc	asset_path
4	text	s_ktchn_countr_1.props	0	45	STXT	text/00004_s_ktchn_countr_1.props_stxt_0.txt
4	text	s_ktchn_countr_1.props	0	45	STXT	raw_chunks/00004_s_ktchn_countr_1.props_45_STXT.bin
15	bitmap		0			bitmaps/00015_member.png
15	bitmap		0	58	BITD	raw_chunks/00015_member_58_BITD.bin
22	text	asset.index	0	30	STXT	text/00022_asset.index_stxt_0.txt
22	text	asset.index	0	30	STXT	raw_chunks/00022_asset.index_30_STXT.bin
26	text	memberalias.index	0	5	STXT	text/00026_memberalias.index_stxt_0.txt
26	text	memberalias.index	0	5	STXT	raw_chunks/00026_memberalias.index_5_STXT.bin
35	bitmap	s_ktchn_countr_1_a_0_1_1_0_0	0			bitmaps/00035_s_ktchn_countr_1_a_0_1_1_0_0.png
35	bitmap	s_ktchn_countr_1_a_0_1_1_0_0	0	67	BITD	raw_chunks/00035_s_ktchn_countr_1_a_0_1_1_0_0_67_BITD.bin
41	bitmap	ktchn_countr_1_small	0			bitmaps/00041_ktchn_countr_1_small.png
41	bitmap	ktchn_countr_1_small	0	49	BITD	raw_chunks/00041_ktchn_countr_1_small_49_BITD.bin
44	bitmap	s_ktchn_countr_1_a_0_1_1_2_0	0			bitmaps/00044_s_ktchn_countr_1_a_0_1_1_2_0.png
44	bitmap	s_ktchn_countr_1_a_0_1_1_2_0	0	42	BITD	raw_chunks/00044_s_ktchn_countr_1_a_0_1_1_2_0_42_BITD.bin
